,Timestamp,StationID,Fwy,% Observed,Total Flow,Avg Speed,hour,day
290442,2022-05-03 06:00:00,401546,80,80,54.0,69.9,6,3
291234,2022-05-03 06:00:00,402814,80,0,179.0,68.3,6,3
291235,2022-05-03 06:00:00,402815,80,0,179.0,68.3,6,3
291236,2022-05-03 06:00:00,402816,80,0,179.0,68.3,6,3
291237,2022-05-03 06:00:00,402817,80,20,199.0,66.7,6,3
291793,2022-05-03 06:00:00,404400,80,100,204.0,70.1,6,3
291892,2022-05-03 06:00:00,404885,80,100,161.0,71.2,6,3
291893,2022-05-03 06:00:00,404886,80,0,103.0,67.2,6,3
291896,2022-05-03 06:00:00,404889,80,0,179.0,68.3,6,3
291898,2022-05-03 06:00:00,404891,80,100,179.0,70.9,6,3
291899,2022-05-03 06:00:00,404892,80,100,211.0,70.5,6,3
291901,2022-05-03 06:00:00,404894,80,100,238.0,69.3,6,3
291903,2022-05-03 06:00:00,404896,80,0,128.0,63.0,6,3
291904,2022-05-03 06:00:00,404897,80,100,218.0,69.8,6,3
291905,2022-05-03 06:00:00,404898,80,100,196.0,70.7,6,3
291906,2022-05-03 06:00:00,404899,80,100,206.0,70.7,6,3
291908,2022-05-03 06:00:00,404906,80,0,219.0,66.1,6,3
291910,2022-05-03 06:00:00,404908,80,0,198.0,66.3,6,3
291912,2022-05-03 06:00:00,404910,80,0,246.0,66.6,6,3
291914,2022-05-03 06:00:00,404912,80,100,219.0,70.2,6,3
291916,2022-05-03 06:00:00,404914,80,0,252.0,64.9,6,3
291923,2022-05-03 06:00:00,404921,80,100,50.0,72.7,6,3
291925,2022-05-03 06:00:00,404923,80,0,197.0,61.6,6,3
293402,2022-05-03 06:00:00,420340,80,100,177.0,71.4,6,3
294465,2022-05-03 06:05:00,401546,80,80,52.0,70.3,6,3
295257,2022-05-03 06:05:00,402814,80,0,190.0,67.5,6,3
295258,2022-05-03 06:05:00,402815,80,0,190.0,67.5,6,3
295259,2022-05-03 06:05:00,402816,80,0,190.0,67.5,6,3
295260,2022-05-03 06:05:00,402817,80,20,210.0,66.8,6,3
295816,2022-05-03 06:05:00,404400,80,100,188.0,70.0,6,3
